Indicator,Group,State,Subgroup,Phase,Time Period Label,Value
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Tennessee,Tennessee,"4,2","Jul 23 - Aug 19, 2024",32.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Texas,Texas,"4,2","Jul 23 - Aug 19, 2024",31.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Utah,Utah,"4,2","Jul 23 - Aug 19, 2024",34.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Vermont,Vermont,"4,2","Jul 23 - Aug 19, 2024",24.5
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Virginia,Virginia,"4,2","Jul 23 - Aug 19, 2024",26.2
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Washington,Washington,"4,2","Jul 23 - Aug 19, 2024",29.3
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,West Virginia,West Virginia,"4,2","Jul 23 - Aug 19, 2024",38.4
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Wisconsin,Wisconsin,"4,2","Jul 23 - Aug 19, 2024",31.8
"Ever experienced long COVID, as a percentage of adults who ever had COVID",By State,Wyoming,Wyoming,"4,2","Jul 23 - Aug 19, 2024",38.0
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,18 - 29 years,"4,2","Jul 23 - Aug 19, 2024",4.8
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,30 - 39 years,"4,2","Jul 23 - Aug 19, 2024",5.8
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,40 - 49 years,"4,2","Jul 23 - Aug 19, 2024",6.4
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,50 - 59 years,"4,2","Jul 23 - Aug 19, 2024",7.0
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,60 - 69 years,"4,2","Jul 23 - Aug 19, 2024",5.5
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,70 - 79 years,"4,2","Jul 23 - Aug 19, 2024",3.0
"Currently experiencing long COVID, as a percentage of all adults",By Age,United States,80 years and above,"4,2","Jul 23 - Aug 19, 2024",2.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Alabama,Alabama,"4,2","Jul 23 - Aug 19, 2024",7.6
"Currently experiencing long COVID, as a percentage of all adults",By State,Alaska,Alaska,"4,2","Jul 23 - Aug 19, 2024",8.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Arizona,Arizona,"4,2","Jul 23 - Aug 19, 2024",7.4
"Currently experiencing long COVID, as a percentage of all adults",By State,Arkansas,Arkansas,"4,2","Jul 23 - Aug 19, 2024",7.6
"Currently experiencing long COVID, as a percentage of all adults",By State,California,California,"4,2","Jul 23 - Aug 19, 2024",4.5
"Currently experiencing long COVID, as a percentage of all adults",By State,Colorado,Colorado,"4,2","Jul 23 - Aug 19, 2024",5.4
"Currently experiencing long COVID, as a percentage of all adults",By State,Connecticut,Connecticut,"4,2","Jul 23 - Aug 19, 2024",4.6
"Currently experiencing long COVID, as a percentage of all adults",By State,Delaware,Delaware,"4,2","Jul 23 - Aug 19, 2024",4.2
"Currently experiencing long COVID, as a percentage of all adults",By State,District of Columbia,District of Columbia,"4,2","Jul 23 - Aug 19, 2024",3.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Florida,Florida,"4,2","Jul 23 - Aug 19, 2024",4.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Georgia,Georgia,"4,2","Jul 23 - Aug 19, 2024",4.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Hawaii,Hawaii,"4,2","Jul 23 - Aug 19, 2024",3.7
"Currently experiencing long COVID, as a percentage of all adults",By State,Idaho,Idaho,"4,2","Jul 23 - Aug 19, 2024",4.7
"Currently experiencing long COVID, as a percentage of all adults",By State,Illinois,Illinois,"4,2","Jul 23 - Aug 19, 2024",5.1
"Currently experiencing long COVID, as a percentage of all adults",By State,Indiana,Indiana,"4,2","Jul 23 - Aug 19, 2024",4.7
"Currently experiencing long COVID, as a percentage of all adults",By State,Iowa,Iowa,"4,2","Jul 23 - Aug 19, 2024",7.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Kansas,Kansas,"4,2","Jul 23 - Aug 19, 2024",6.7
"Currently experiencing long COVID, as a percentage of all adults",By State,Kentucky,Kentucky,"4,2","Jul 23 - Aug 19, 2024",4.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Louisiana,Louisiana,"4,2","Jul 23 - Aug 19, 2024",6.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Maine,Maine,"4,2","Jul 23 - Aug 19, 2024",3.7
"Currently experiencing long COVID, as a percentage of all adults",By State,Maryland,Maryland,"4,2","Jul 23 - Aug 19, 2024",3.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Massachusetts,Massachusetts,"4,2","Jul 23 - Aug 19, 2024",3.7
"Currently experiencing long COVID, as a percentage of all adults",By State,Michigan,Michigan,"4,2","Jul 23 - Aug 19, 2024",6.2
"Currently experiencing long COVID, as a percentage of all adults",By State,Minnesota,Minnesota,"4,2","Jul 23 - Aug 19, 2024",7.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Mississippi,Mississippi,"4,2","Jul 23 - Aug 19, 2024",6.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Missouri,Missouri,"4,2","Jul 23 - Aug 19, 2024",8.5
"Currently experiencing long COVID, as a percentage of all adults",By State,Montana,Montana,"4,2","Jul 23 - Aug 19, 2024",5.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Nebraska,Nebraska,"4,2","Jul 23 - Aug 19, 2024",4.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Nevada,Nevada,"4,2","Jul 23 - Aug 19, 2024",3.9
"Currently experiencing long COVID, as a percentage of all adults",By State,New Hampshire,New Hampshire,"4,2","Jul 23 - Aug 19, 2024",3.4
"Currently experiencing long COVID, as a percentage of all adults",By State,New Jersey,New Jersey,"4,2","Jul 23 - Aug 19, 2024",4.9
"Currently experiencing long COVID, as a percentage of all adults",By State,New Mexico,New Mexico,"4,2","Jul 23 - Aug 19, 2024",6.3
"Currently experiencing long COVID, as a percentage of all adults",By State,New York,New York,"4,2","Jul 23 - Aug 19, 2024",5.4
"Currently experiencing long COVID, as a percentage of all adults",By State,North Carolina,North Carolina,"4,2","Jul 23 - Aug 19, 2024",5.2
"Currently experiencing long COVID, as a percentage of all adults",By State,North Dakota,North Dakota,"4,2","Jul 23 - Aug 19, 2024",
"Currently experiencing long COVID, as a percentage of all adults",By State,Ohio,Ohio,"4,2","Jul 23 - Aug 19, 2024",5.6
"Currently experiencing long COVID, as a percentage of all adults",By State,Oklahoma,Oklahoma,"4,2","Jul 23 - Aug 19, 2024",9.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Oregon,Oregon,"4,2","Jul 23 - Aug 19, 2024",6.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Pennsylvania,Pennsylvania,"4,2","Jul 23 - Aug 19, 2024",4.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Rhode Island,Rhode Island,"4,2","Jul 23 - Aug 19, 2024",
"Currently experiencing long COVID, as a percentage of all adults",By State,South Carolina,South Carolina,"4,2","Jul 23 - Aug 19, 2024",7.1
"Currently experiencing long COVID, as a percentage of all adults",By State,South Dakota,South Dakota,"4,2","Jul 23 - Aug 19, 2024",10.8
"Currently experiencing long COVID, as a percentage of all adults",By State,Tennessee,Tennessee,"4,2","Jul 23 - Aug 19, 2024",6.6
"Currently experiencing long COVID, as a percentage of all adults",By State,Texas,Texas,"4,2","Jul 23 - Aug 19, 2024",6.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Utah,Utah,"4,2","Jul 23 - Aug 19, 2024",8.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Vermont,Vermont,"4,2","Jul 23 - Aug 19, 2024",6.7
"Currently experiencing long COVID, as a percentage of all adults",By State,Virginia,Virginia,"4,2","Jul 23 - Aug 19, 2024",4.0
"Currently experiencing long COVID, as a percentage of all adults",By State,Washington,Washington,"4,2","Jul 23 - Aug 19, 2024",6.2
"Currently experiencing long COVID, as a percentage of all adults",By State,West Virginia,West Virginia,"4,2","Jul 23 - Aug 19, 2024",8.3
"Currently experiencing long COVID, as a percentage of all adults",By State,Wisconsin,Wisconsin,"4,2","Jul 23 - Aug 19, 2024",5.9
"Currently experiencing long COVID, as a percentage of all adults",By State,Wyoming,Wyoming,"4,2","Jul 23 - Aug 19, 2024",10.0
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,18 - 29 years,"4,2","Jul 23 - Aug 19, 2024",85.2
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,30 - 39 years,"4,2","Jul 23 - Aug 19, 2024",79.3
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,40 - 49 years,"4,2","Jul 23 - Aug 19, 2024",82.2
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,50 - 59 years,"4,2","Jul 23 - Aug 19, 2024",79.7
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,60 - 69 years,"4,2","Jul 23 - Aug 19, 2024",79.7
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,70 - 79 years,"4,2","Jul 23 - Aug 19, 2024",78.5
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,80 years and above,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Alabama,Alabama,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Alaska,Alaska,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Arizona,Arizona,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Arkansas,Arkansas,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,California,California,"4,2","Jul 23 - Aug 19, 2024",82.9
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Colorado,Colorado,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Connecticut,Connecticut,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Delaware,Delaware,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,District of Columbia,District of Columbia,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Florida,Florida,"4,2","Jul 23 - Aug 19, 2024",83.9
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Georgia,Georgia,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Hawaii,Hawaii,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Idaho,Idaho,"4,2","Jul 23 - Aug 19, 2024",75.9
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Illinois,Illinois,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Indiana,Indiana,"4,2","Jul 23 - Aug 19, 2024",81.5
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Iowa,Iowa,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Kansas,Kansas,"4,2","Jul 23 - Aug 19, 2024",78.8
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Kentucky,Kentucky,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Louisiana,Louisiana,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Maine,Maine,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Maryland,Maryland,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Massachusetts,Massachusetts,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Michigan,Michigan,"4,2","Jul 23 - Aug 19, 2024",76.3
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Minnesota,Minnesota,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Mississippi,Mississippi,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Missouri,Missouri,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Montana,Montana,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Nebraska,Nebraska,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Nevada,Nevada,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New Hampshire,New Hampshire,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New Jersey,New Jersey,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New Mexico,New Mexico,"4,2","Jul 23 - Aug 19, 2024",
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New York,New York,"4,2","Jul 23 - Aug 19, 2024",
